epoch,train_loss,val_loss_avg,val_loss_temp,val_loss_spa,val_loss_temp_spa
0,-0.5515624440360536,-0.7083781167058545,-0.717857451799577,-0.6874369540399866,-0.7198399442779997
1,-0.72228110851532,-0.7338647722897994,-0.7414552693031539,-0.7171926878363101,-0.7429463597299345
2,-0.7472553808025099,-0.7477307955240086,-0.7541868837410726,-0.7333600312396404,-0.7556454715913126
3,-0.7597519290663958,-0.7550312622957788,-0.7609424732113526,-0.7420889797929766,-0.7620623338830073
4,-0.7697665137897635,-0.7672784394154366,-0.7729133806866231,-0.7548111281354658,-0.774110809424221
5,-0.778670896103847,-0.7733245989191461,-0.7785913863591385,-0.7617589989465144,-0.7796234114517856
6,-0.7856723491917592,-0.7791224852300714,-0.7841031535805036,-0.7678838993838071,-0.7853804027259036
7,-0.7913808963143211,-0.7829591122972209,-0.787566137673108,-0.7724752222609088,-0.7888359769576463
8,-0.7962894847738479,-0.7876412698810579,-0.7919852743184139,-0.7778142530694362,-0.7931242822553236
9,-0.8008022125837064,-0.7910920799586633,-0.7954129013962875,-0.7813892747061364,-0.7964740637735659
10,-0.8049203964790692,-0.794767260427436,-0.7987684587805256,-0.7856808897119547,-0.7998524327898276
11,-0.8083321132519968,-0.7970796105618847,-0.8009172918488007,-0.7882291051012285,-0.802092434735625
12,-0.8113240289713186,-0.7992204655881774,-0.8031063158068417,-0.7905618852747692,-0.8039931956829212
13,-0.813944164365224,-0.8014143825196783,-0.8051152228389344,-0.7929015388442713,-0.8062263858758293
14,-0.8160511952507578,-0.8030627885696978,-0.8067051387429544,-0.7948319422362704,-0.8076512847298688
15,-0.8177948228650311,-0.8042711614467598,-0.8078332681231487,-0.7962240081744427,-0.8087562080426878
16,-0.819323204888742,-0.8060641598430962,-0.8096377890501483,-0.7979606530368408,-0.8105940374422995
17,-0.8207142325176487,-0.8072571051269515,-0.8107047636900954,-0.7993083369212112,-0.8117582147695478
18,-0.8219226856239331,-0.8078141085140901,-0.8113515172749483,-0.7999464143757543,-0.8121443938915675
19,-0.8229200362908426,-0.8088806279468898,-0.8122386277622389,-0.801119531972381,-0.8132837241060495
20,-0.8238166672964808,-0.8095464907914366,-0.8128750288720162,-0.8019820829862634,-0.8137823605160303
21,-0.8246852151111829,-0.8100958427545074,-0.8133961437072933,-0.8024978139822578,-0.814393570573971
22,-0.8254161582554551,-0.8108893413515738,-0.8141206924551461,-0.8034141893796697,-0.8151331422199055
23,-0.8261441261288208,-0.8108055646537059,-0.8140219909842814,-0.8034747067361903,-0.814919996240646
24,-0.8268135095141758,-0.8123841710190568,-0.8155191974254921,-0.8050373348919172,-0.8165959807397611
25,-0.8274592407663064,-0.8124069977317919,-0.8156746020486128,-0.8051018172666827,-0.81644457388008
26,-0.8279879702321457,-0.81334549378812,-0.8165262434801553,-0.8061983350083546,-0.81731190287585
27,-0.8285119460372602,-0.8134344852900736,-0.8165259920626244,-0.8063810830277736,-0.8173963807798228
28,-0.8289723709862239,-0.814152351368172,-0.8172236240441757,-0.8069970341917809,-0.8182363958685595
29,-0.8294504406354624,-0.8144026118109928,-0.8175122036034237,-0.8073434849559803,-0.8183521468735747
30,-0.8298720986571937,-0.8147074203489617,-0.8177448646677017,-0.8076049054202171,-0.8187724909589663
31,-0.830276069165518,-0.8149890459776454,-0.8180836927183829,-0.8080017567026997,-0.8188816885118535
32,-0.8306649363279139,-0.8154972810518893,-0.8184862633930363,-0.8086940025657229,-0.819311577196909
33,-0.8310511600077466,-0.8156731142064562,-0.8185906522016445,-0.8089530899119689,-0.8194756005057551
34,-0.8314232575778175,-0.8162351570744057,-0.8192317624076478,-0.8094172671850235,-0.8200564416305461
35,-0.8317569346541831,-0.8164056466369595,-0.8193498970411115,-0.8097235500906469,-0.82014349277912
36,-0.8320844001366904,-0.816595968657095,-0.8195505634725481,-0.8099126561876958,-0.8203246863110413
37,-0.8323933905166958,-0.8170495454885874,-0.8200281361854281,-0.8104191333973729,-0.8207013668829611
38,-0.8326817436145901,-0.817155037100418,-0.8201083956842021,-0.8105234754583139,-0.820833240158738
39,-0.8329726511477923,-0.8175574560134478,-0.8204478766290354,-0.8108595161843142,-0.8213649752269939
40,-0.8332164034515316,-0.817825987849567,-0.820711064718615,-0.8112267793664721,-0.8215401194636138
41,-0.8334773438876086,-0.8178249629000675,-0.8207325547189273,-0.8111100057760325,-0.8216323282052427
42,-0.833720180637496,-0.8182770471746071,-0.8211634164856363,-0.8116628808972627,-0.8220048441409227
43,-0.8339934995197453,-0.8183451136666636,-0.8211694846933469,-0.8117544823449387,-0.8221113739617051
44,-0.8342101316504088,-0.8184752457147534,-0.8212811439719019,-0.8118686210783839,-0.8222759720939743
45,-0.8343826145009822,-0.8186739373124373,-0.8215161080103158,-0.8121856849014113,-0.8223200190255847
46,-0.834620953662947,-0.8190360705717401,-0.8218563090343969,-0.8125261469817526,-0.8227257556990706
47,-0.8348654183566723,-0.8191570798883645,-0.8219519088836156,-0.8127280035413,-0.822791327240178
48,-0.8350347154080888,-0.8193021213063901,-0.8220395406944904,-0.812885409628136,-0.8229814135965438
49,-0.8352505450925275,-0.8194193590120459,-0.8221834185936764,-0.8130517867043026,-0.8230228717381589
50,-0.8354048542549621,-0.8195518424003576,-0.8223177002733625,-0.8131656955845792,-0.8231721313431309
51,-0.8356008243535715,-0.8198738296051857,-0.822686623535024,-0.8134513074201977,-0.8234835578603359
52,-0.8358045765405163,-0.8199598761891728,-0.8226966373424418,-0.8136261944455444,-0.823556796779532
53,-0.8359522231472818,-0.8200693578141979,-0.8228403203107193,-0.8137551403003025,-0.8236126128315716
54,-0.8360969464756333,-0.8202504688221021,-0.822908019783579,-0.8140233017103123,-0.8238200849724151
55,-0.8362716680213793,-0.8204148754700401,-0.8231326071907593,-0.814165038723707,-0.823946980495654
56,-0.8364530034796491,-0.8205236904869949,-0.8232062417319963,-0.814329907283393,-0.8240349224455956
57,-0.8365935433482279,-0.8206591395466915,-0.8233753410516708,-0.8143816082300965,-0.8242204693583067
58,-0.836746499019243,-0.8208661141084971,-0.8234951575164888,-0.8146429846894813,-0.8244602001195214
59,-0.8369028044014418,-0.821006834323045,-0.8237447752772806,-0.8147572073081372,-0.8245185203837175
60,-0.8370349638695028,-0.8209813321142709,-0.8236590053153011,-0.8148272086776991,-0.8244577823498127
61,-0.8371699550999968,-0.8211072454793006,-0.8238015740685747,-0.8149733778192184,-0.8245467845501087
62,-0.8372985026853949,-0.8212242966236708,-0.823900683310015,-0.81509069267747,-0.8246815138835271
63,-0.8374301458166903,-0.8214435326858446,-0.8241259510796948,-0.8152706969693061,-0.8249339500085331
64,-0.8375401806298808,-0.8214345786938665,-0.8241359729126708,-0.8154033315984767,-0.824764431570452
65,-0.8376898724338936,-0.8215497216185607,-0.8241132698153917,-0.815448402209776,-0.8250874928305145
66,-0.8378221623593186,-0.8216138803691337,-0.8242751938283921,-0.8156286546040713,-0.8249377926749378
67,-0.8378735182609736,-0.8217464143222557,-0.8243656760409553,-0.8156546294491963,-0.8252189374766157
68,-0.838028974765804,-0.8218212307145313,-0.824557973834016,-0.8158116995980116,-0.8250940187115661
69,-0.8381293910872855,-0.8219900379622329,-0.8245823105332228,-0.8159677449513657,-0.8254200584021101
70,-0.8382383249474317,-0.8219693339932926,-0.8245360340788304,-0.8159494349319732,-0.8254225329690742
71,-0.8383509942727866,-0.8221160202664302,-0.8247246153730307,-0.816130821585063,-0.8254926238411969
72,-0.8384473637323289,-0.8222709895884753,-0.8248570176731772,-0.8162654946792414,-0.8256904564130075
73,-0.8385346140364542,-0.8222308835752247,-0.8247990104153954,-0.8162116600339192,-0.8256819802763592
74,-0.8386384387871724,-0.8223181808772719,-0.8248628637257596,-0.8163541547477593,-0.8257375241582968
75,-0.838693380185681,-0.8224239956507821,-0.8250342495017722,-0.8164889228107635,-0.8257488146398105
76,-0.8387870678183085,-0.8225455721414159,-0.8251103986566121,-0.816634508002445,-0.8258918097651906
77,-0.8388645444622251,-0.8225807923771477,-0.8251613512363568,-0.8166910837560659,-0.8258899421390204
78,-0.838950721363327,-0.8225986064724448,-0.8251362255627767,-0.8166522071424849,-0.8260073867120726
79,-0.839046045919147,-0.8225888315788409,-0.8251798013452826,-0.8167785043335228,-0.8258081890577172
